sample_id,native_frame,mapper_all_tp,mapper_all_fp,mapper_all_fn,mapper_all_tn,mapper_boundary_tp,mapper_boundary_fp,mapper_boundary_fn,mapper_boundary_tn,mapper_interior_tp,mapper_interior_fp,mapper_interior_fn,mapper_interior_tn,mapper_dilate_all_tp,mapper_dilate_all_fp,mapper_dilate_all_fn,mapper_dilate_all_tn,mapper_dilate_boundary_tp,mapper_dilate_boundary_fp,mapper_dilate_boundary_fn,mapper_dilate_boundary_tn,mapper_dilate_interior_tp,mapper_dilate_interior_fp,mapper_dilate_interior_fn,mapper_dilate_interior_tn,completion_all_tp,completion_all_fp,completion_all_fn,completion_all_tn,completion_boundary_tp,completion_boundary_fp,completion_boundary_fn,completion_boundary_tn,completion_interior_tp,completion_interior_fp,completion_interior_fn,completion_interior_tn
01516,8269,1912,37211,24598,348983,150,1058,1983,16199,710,26442,9156,181991,7508,132490,19002,253704,502,4398,1631,12859,2861,85177,7005,123256,6370,68876,20140,317318,1762,11712,371,5545,713,26297,9153,182136
01519,8284,1741,22257,21179,305616,444,2226,3066,16890,556,9933,6998,147718,6466,88841,16454,239032,988,6560,2522,12556,2441,39746,5113,117905,7396,59593,15524,268280,3083,13315,427,5801,543,10152,7011,147499
01522,8299,1784,22354,17385,266745,563,1644,2710,8989,194,4987,5709,144186,7229,99379,11940,189720,1921,5344,1352,5289,669,30066,5234,119107,6114,38779,13055,250320,2685,3438,588,7195,194,5044,5709,144129
01525,8314,2735,14854,13545,219286,426,1022,1934,10131,489,3309,5118,107958,8511,70031,7769,164109,1294,4473,1066,6680,2111,21801,3496,89466,5525,28748,10755,205392,1529,2585,831,8568,625,3500,4982,107767
01528,8329,2918,12729,14597,214860,361,1043,2136,9183,681,4285,4125,108207,7573,55219,9942,172370,1152,3329,1345,6897,1687,21481,3119,91011,7298,33351,10217,194238,1896,4060,601,6166,863,6689,3943,105803
01531,8344,3554,15008,22253,324150,366,960,1522,7115,669,4881,8280,185035,7723,59209,18084,279949,969,2969,919,5106,1715,22441,7234,167475,8301,33198,17506,305960,1459,2143,429,5932,1311,8687,7638,181229
01534,8359,2520,21168,24661,333382,157,703,1251,5584,606,8203,8782,201759,8645,91560,18536,262990,692,2277,716,4010,2221,41426,7167,168536,6334,34599,20847,319951,897,1154,511,5133,703,10349,8685,199613
01537,8374,1727,17069,26175,318026,207,221,1115,5568,507,8091,9841,194928,7510,70693,20392,264402,676,1013,646,4776,2116,35286,8232,167733,5114,27866,22788,307229,792,532,530,5257,611,9727,9737,193292
01540,8389,2671,17559,29226,323566,234,510,2111,9768,450,8107,9128,179413,8465,70352,23432,270773,625,2418,1720,7860,1876,32368,7702,155152,8862,35540,23035,305585,1700,2041,645,8237,1030,10717,8548,176803
01543,8404,2041,7615,30445,394377,312,706,1402,7271,323,2728,11874,220675,6615,38318,25871,363674,744,2540,970,5437,1643,12871,10554,210532,8515,23503,23971,378489,1395,2676,319,5301,1357,4250,10840,219153
01546,8419,2027,8340,29002,400920,322,1064,1674,8593,306,2488,10708,225327,5094,37625,25935,371635,674,3039,1322,6618,1013,12795,10001,215020,8631,29178,22398,380082,1493,4016,503,5641,963,4528,10051,223287
01549,8434,2455,9834,28573,381706,265,770,2020,13983,387,4377,10169,207170,5933,47647,25095,343893,615,2701,1670,12052,1368,21441,9188,190106,8012,38659,23016,352881,1796,6051,489,8702,765,7998,9791,203549
01552,8449,987,1509,27115,291562,168,220,2510,8169,184,418,9415,160803,3579,13313,24523,279758,614,1131,2064,7258,743,3538,8856,157683,8485,20553,19617,272518,2300,3511,378,4878,783,747,8816,160474
01555,8464,2077,2645,23017,259123,208,89,1537,7364,450,991,9259,143196,5042,19496,20052,242272,740,490,1005,6963,1195,6806,8514,137381,6991,19253,18103,242515,1243,3335,502,4118,824,1356,8885,142831
01558,8479,1654,2691,23235,266572,283,324,1458,6325,381,706,10300,157956,5220,15533,19669,253730,854,908,887,5741,1293,5414,9388,153248,6199,13869,18690,255394,1143,2007,598,4642,1064,3022,9617,155640
01561,8494,1322,7390,28206,373912,483,590,1224,10095,169,2358,14159,228861,4613,29737,24915,351565,959,2033,748,8652,830,9948,13498,221271,5590,23353,23938,357949,936,2218,771,8467,573,5457,13755,225762
01564,8509,808,6954,32236,575858,63,566,1206,12803,158,2916,15240,373511,3432,32722,29612,550090,423,2091,846,11278,890,14232,14508,362195,3981,19264,29063,563548,575,4259,694,9110,638,5490,14760,370937
01567,8524,876,4020,28866,692970,151,441,1397,15303,34,545,10773,443271,3094,20007,26648,676983,537,1689,1011,14055,249,5701,10558,438115,5840,24230,23902,672760,971,4658,577,11086,209,4040,10598,439776
01570,8539,282,1285,24866,624132,96,122,3232,17081,0,229,6915,327613,1445,11718,23703,613699,402,854,2926,16349,22,2667,6893,325175,7021,39206,18127,586211,2452,6621,876,10582,125,3897,6790,323945
01573,8554,556,3890,22854,562166,332,614,2433,19424,8,1347,7345,302557,2041,24156,21369,541900,862,2526,1903,17512,71,6840,7282,297064,5388,28909,18022,537147,2114,6756,651,13282,15,2995,7338,300909
01576,8569,1053,10033,24761,523211,116,279,1047,18691,65,6887,11022,334827,3715,50871,22099,482373,372,970,791,18000,280,34279,10807,307435,3327,20965,22487,512279,523,2292,640,16678,67,10536,11020,331178
01579,8584,1448,18773,28646,491729,290,217,2811,14913,224,7662,9055,271237,5247,85274,24847,425228,867,1067,2234,14063,1320,39930,7959,238969,7386,43659,22708,466843,2401,2740,700,12390,243,11473,9036,267426
01582,8599,1137,14305,31476,521756,308,785,2003,13920,140,3512,10328,277299,4610,72824,28003,463237,726,3259,1585,11446,607,21237,9861,259574,6497,37220,26116,498841,1687,2602,624,12103,150,6673,10318,274138
01585,8614,1372,6332,37961,471669,246,633,2332,8592,438,2440,13608,262438,4923,32740,34410,445261,735,2451,1843,6774,1427,12496,12619,252382,8845,25600,30488,452401,1567,2480,1011,6745,564,4124,13482,260754
01588,8629,867,8866,39331,504620,451,801,2442,14501,18,2987,15099,279451,3549,39083,36649,474403,1042,2605,1851,12697,233,12354,14884,270084,7916,43040,32282,470446,2240,5603,653,9699,270,7274,14847,275164
01591,8644,1354,10637,41499,504927,408,950,2880,16260,233,3148,14405,275991,5281,53217,37572,462347,1415,3749,1873,13461,915,16590,13723,262549,10285,40652,32568,474912,2252,5645,1036,11565,591,4693,14047,274446
01594,8659,2493,23055,37073,617045,598,868,2158,16357,173,8576,11629,347030,8430,103907,31136,536193,1310,2900,1446,14325,873,41797,10929,313809,9475,52089,30091,588011,1609,6479,1147,10746,293,11414,11509,344192
01597,8674,2628,18437,34483,614811,299,571,1559,16808,424,7114,12593,341399,7924,79736,29187,553512,830,1951,1028,15428,1620,32152,11397,316361,8331,40986,28780,592262,1158,5172,700,12207,516,7609,12501,340904
01600,8689,1957,21479,31940,552085,533,720,1900,12420,178,8263,12097,305620,6704,91474,27193,482090,1237,2219,1196,10921,926,37316,11349,276567,6600,41846,27297,531718,1816,2560,617,10580,168,8235,12107,305648
01603,8704,1487,16810,31955,454574,387,809,1422,11810,115,6407,10877,257514,5117,71137,28325,400247,1002,2732,807,9887,500,26664,10492,237257,8192,37718,25250,433666,1300,2814,509,9805,132,7320,10860,256601
01606,8719,1905,18070,31742,386419,490,1175,2649,15216,357,5715,11099,198291,7518,69822,26129,334667,1609,3676,1530,12715,1615,23912,9841,180094,10791,44261,22856,360228,2877,5179,262,11212,537,7035,10919,196971
01609,8734,1673,13663,27410,529765,344,728,3026,18408,260,5050,8384,296293,6347,59049,22736,484379,1352,3303,2018,15833,1317,22131,7327,279212,8688,32887,20395,510541,2564,4976,806,14160,343,5571,8301,295772
01612,8749,967,6730,21500,643455,375,1015,2973,18722,172,1255,5582,382125,3070,27535,19397,622650,808,2977,2540,16760,830,6184,4924,377196,6801,28274,15666,621911,2663,5404,685,14333,723,2021,5031,381359
01615,8764,1004,5104,22053,641713,364,424,2579,18461,71,736,7572,389104,2769,27471,20288,619346,803,1898,2140,16987,346,4713,7297,385127,4196,26031,18861,620786,1850,6521,1093,12364,244,1591,7399,388249
01618,8779,1438,11828,19247,548766,673,1265,1526,21548,152,2774,7741,275424,4804,53359,15881,507235,1307,2906,892,19907,764,11333,7129,266865,5920,40043,14765,520551,1803,6568,396,16245,202,2758,7691,275440
01621,8794,1091,11118,22634,456535,46,90,3444,16839,336,5472,7485,215776,3011,40858,20714,426795,332,801,3158,16128,683,18833,7138,202415,7391,44826,16334,422827,2841,3698,649,13231,329,6712,7492,214536
01624,8809,1747,11242,34183,491992,448,903,5279,19921,299,3996,10301,229379,5757,49142,30173,454092,1347,3209,4380,17615,1300,16137,9300,217238,11971,64127,23959,439107,4870,11881,857,8943,418,4335,10182,229040
01627,8824,2454,22080,34300,478413,550,1503,4780,17785,468,5239,10019,226113,8325,90462,28429,410031,1717,5650,3613,13638,1435,25583,9052,205769,12919,78033,23835,422460,4861,10527,469,8761,613,6845,9874,224507
01630,8839,1277,5967,30898,433929,176,376,2767,8731,248,2605,10534,228460,4873,31571,27302,408325,717,2158,2226,6949,1004,12036,9778,219029,8937,28376,23238,411520,2452,2104,491,7003,290,2708,10492,228357
01633,8854,1041,7976,30285,439859,217,285,1236,8360,170,3856,12262,251814,5262,38097,26064,409738,723,1379,730,7266,1724,17192,10708,238478,6652,22543,24674,425292,971,1679,482,6966,521,5640,11911,250030
01636,8869,1292,12621,29124,471022,330,747,1944,10342,229,4770,10642,274026,4396,51920,26020,431723,1085,3017,1189,8072,722,18693,10149,260103,5775,28447,24641,455196,1306,1765,968,9324,229,5947,10642,272849
01639,8884,1552,12608,29229,451417,182,284,1324,9286,398,6775,9987,253261,5492,48888,25289,415137,448,984,1058,8586,1300,25512,9085,234524,9118,34507,21663,429518,943,1341,563,8229,486,7049,9899,252987
01642,8899,1701,18269,25200,364108,149,293,1926,8220,396,8941,10022,205074,7212,73415,19689,308962,642,1210,1433,7303,1770,35453,8648,178562,7134,38664,19767,343713,1697,2568,378,5945,544,9165,9874,204850
01645,8914,2916,36430,23768,287515,700,756,1259,5383,876,18772,9361,153563,8839,120269,17845,203676,1457,2391,502,3748,3006,61011,7231,111324,5825,49143,20859,274802,1394,1890,565,4249,848,19354,9389,152981
01648,8929,3654,33713,25332,301009,623,1082,2136,8659,1404,18129,8756,141120,11637,121425,17349,213297,1823,3366,936,6375,4624,63708,5536,95541,8461,51872,20525,282850,1928,3676,831,6065,1430,18001,8730,141248
01651,8944,3317,37192,32649,423424,798,3484,2393,14780,1199,13127,10753,207595,10397,121622,25569,338994,1799,9521,1392,8743,3894,44704,8058,176018,9441,61269,26525,399347,2641,8125,550,10139,1237,13558,10715,207164
01654,8959,3137,36694,33669,545747,586,2443,1809,10370,734,16275,13208,325662,8914,130031,27892,452410,1385,5985,1010,6828,2447,60860,11495,281077,7562,51893,29244,530548,1524,4287,871,8526,745,16195,13197,325742
01657,8974,1824,16119,36905,588132,265,584,1362,14685,403,5336,15700,336920,7111,76885,31618,527366,733,1612,894,13657,1569,29141,14534,313115,7342,32820,31387,571431,860,2225,767,13044,474,5787,15629,336469
01660,8989,1314,18947,35348,575255,258,1158,1448,10924,111,6762,14737,342324,6087,88143,30575,506059,930,4123,776,7959,718,36053,14130,313033,6418,37355,30244,556847,1107,2789,599,9293,119,9989,14729,339097
01663,9004,1931,33283,30995,574394,667,2444,3189,14299,181,11352,12387,320281,7352,138213,25574,469464,1695,6708,2161,10035,1199,53757,11369,277876,8467,73691,24459,533986,2982,6325,874,10418,270,13716,12298,317917
01666,9019,3067,38050,27430,530781,805,2396,4341,21238,825,15423,8598,275807,9998,148634,20499,420197,2319,8868,2827,14766,2360,58102,7063,233128,9841,86952,20656,481879,4086,10048,1060,13586,852,17269,8571,273961
01669,9034,3276,45292,34030,595677,680,1960,3668,18193,662,21924,12933,352767,12524,181573,24782,459396,2375,7616,1973,12537,2467,86940,11128,287751,8864,81156,28442,559813,2758,7385,1590,12768,753,22846,12842,351845
01672,9049,2657,43546,32218,534097,647,1506,2018,10642,362,17598,13143,351302,8073,143259,26802,434384,1747,4147,918,8001,1482,63397,12023,305503,7179,65158,27696,512485,1745,3715,920,8433,460,18786,13045,350114
01675,9064,2904,32665,27332,401482,962,1068,1915,12497,351,12070,10426,215090,8010,112590,22226,321557,1957,2901,920,10664,1596,45416,9181,181744,7726,57201,22510,376946,1951,5782,926,7783,382,12685,10395,214475
01678,9079,3395,21158,25791,347430,503,848,2173,25447,962,9672,10330,163356,8056,66029,21130,302559,1152,3030,1524,23265,2535,26585,8757,146443,8693,67495,20493,301093,2185,18969,491,7326,1094,11775,10198,161253
01681,9094,1592,11545,29085,530984,433,670,2470,26809,404,4090,11188,278145,4494,44058,26183,498471,1061,1949,1842,25530,971,16233,10621,266002,6733,59995,23944,482534,2192,18492,711,8987,545,5117,11047,277118
01684,9109,1005,13281,32015,584369,303,385,2546,24287,228,6345,11870,311596,3187,50201,29833,547449,774,1353,2075,23319,938,21645,11160,296296,8133,57556,24887,540094,2059,15142,790,9530,587,9168,11511,308773
01687,9124,1389,21100,30699,555030,419,1095,4737,26432,136,8630,9255,265128,4220,75079,27868,501051,1077,3094,4079,24433,472,31806,8919,241952,10657,88366,21431,487764,4604,19404,552,8123,183,12488,9208,261270
01690,9139,1061,18648,25974,394019,182,1052,5128,18883,321,5241,7131,166595,4063,72116,22972,340551,745,3057,4565,16878,1269,23286,6183,148550,10508,86156,16527,326511,4827,13028,483,6907,317,6497,7135,165339
01693,9154,2655,15193,25823,391020,527,959,2892,17888,683,6066,9566,182031,6400,58244,22078,347969,1397,2617,2022,16230,1610,20783,8639,167314,9970,61450,18508,344763,2814,10185,605,8662,742,6207,9507,181890
01696,9169,1549,8792,27490,372890,328,248,4558,10688,453,3781,9188,186871,4436,34274,24603,347408,1028,869,3858,10067,1398,13875,8243,176777,9861,49713,19178,331969,4368,4992,518,5944,458,4057,9183,186595
01699,9184,1907,20065,26497,367307,505,641,2558,7187,341,9898,9903,198315,5209,66664,23195,320708,1347,1544,1716,6284,1131,31731,9113,176482,9334,49818,19070,337554,2593,3586,470,4242,352,9965,9892,198248
01702,9199,1539,18767,21326,305498,537,1187,2654,9687,125,6212,7781,155364,4120,55425,18745,268840,1096,2604,2095,8270,711,18570,7195,143006,7029,40530,15836,283735,2610,5641,581,5233,154,6366,7752,155210
01705,9214,1520,16813,22843,294930,473,540,1889,6069,171,4851,10463,169363,4442,57470,19921,254273,1092,1634,1270,4975,1048,20188,9586,154026,5895,37672,18468,274071,2165,3762,197,2847,284,5601,10350,168613
01708,9229,1064,10232,25121,351090,209,431,1371,8806,277,3378,11827,206765,4328,44153,21857,317169,531,1076,1049,8161,1382,17132,10722,193011,4342,29384,21843,331938,1168,3501,412,5736,294,4646,11810,205497
01711,9244,1379,15742,28235,393962,484,818,2861,19118,327,5829,9849,197211,3447,47620,26167,362084,1096,2003,2249,17933,718,18356,9458,184684,8557,52803,21057,356901,2941,13949,404,5987,431,6292,9745,196748
01714,9259,1718,16648,28085,401544,426,763,2292,20211,323,6445,9988,199558,5529,64930,24274,353262,1180,2227,1538,18747,1261,26093,9050,179910,6719,52652,23084,365540,1981,13026,737,7948,304,7293,10007,198710
01717,9274,1003,9796,29847,438867,289,828,2490,15502,229,3313,11938,244383,5277,36464,25573,412199,1218,2562,1561,13768,1238,11986,10929,235710,9160,48156,21690,400507,2495,11282,284,5048,580,3673,11587,244023
01720,9289,824,7406,28751,446216,146,620,1436,16492,195,2656,13504,255164,2640,31967,26935,421655,410,1503,1172,15609,581,11194,13118,246626,5303,35376,24272,418246,1331,8537,251,8575,353,3625,13346,254195
01723,9304,660,9893,27039,405159,181,273,1729,16138,115,4274,11677,223144,2641,39877,25058,375175,502,1052,1408,15359,516,16255,11276,211163,5856,37791,21843,377261,1533,9349,377,7062,426,4868,11366,222550
01726,9319,2003,19455,26034,422915,351,855,1929,18008,577,7364,9549,217621,6478,71487,21559,370883,1153,2201,1127,16662,2053,29771,8073,195214,8203,49806,19834,392564,1666,9257,614,9606,670,7948,9456,217037
01729,9334,1527,13569,25916,464770,114,527,4712,22120,524,6180,8131,229294,5152,49206,22291,429133,577,1471,4249,21176,1850,24746,6805,210728,9770,58654,17673,419685,4320,15055,506,7592,588,6428,8067,229046
01732,9349,1035,6375,25356,512778,266,278,3195,10755,266,2455,7434,285405,2893,30742,23498,488411,988,1170,2473,9863,503,9995,7197,277865,8264,24159,18127,494994,2849,1318,612,9715,388,3211,7312,284649
01735,9364,1096,7265,28329,464434,208,305,1509,9493,293,3771,11968,284444,4179,31095,25246,440604,936,1311,781,8487,1015,13764,11246,274451,5384,17053,24041,454646,600,732,1117,9066,438,5277,11823,282938
01738,9379,608,7059,26523,511906,157,316,1522,14131,52,2908,9749,280610,2240,34740,24891,484225,540,1327,1139,13120,395,13652,9406,269866,3875,16324,23256,502641,1099,1559,580,12888,41,3902,9760,279616
01741,9394,769,8147,32468,569532,237,493,3701,12228,135,1458,11053,305661,3302,35491,29935,542188,949,1987,2989,10734,829,7189,10359,299930,8510,30623,24727,547056,3317,3067,621,9654,374,1765,10814,305354
01744,9409,671,8956,32835,568950,351,137,2317,12522,70,4259,13716,325297,2092,41776,31414,536130,788,529,1880,12130,244,17322,13542,312234,5286,24093,28220,553813,1767,1646,901,11013,140,6231,13646,323325
01747,9424,652,8915,32241,418298,88,297,2434,9477,133,4063,11253,232671,3091,37502,29802,389711,438,1085,2084,8689,609,16395,10777,220339,6568,26482,26325,400731,1326,1218,1196,8556,268,6033,11118,230701
01750,9439,1301,11555,33433,365284,326,351,1782,7569,132,4857,15594,243267,5642,49798,29092,327041,1057,1224,1051,6696,858,21557,14868,226567,4133,19118,30601,357721,777,2887,1331,5033,274,5870,15452,242254
01753,9454,536,4895,35245,435956,165,242,1847,13146,80,2145,14716,255997,2858,26126,32923,414725,593,949,1419,12439,550,10496,14246,247646,5222,22863,30559,417988,1485,3126,527,10262,287,3749,14509,254393
01756,9469,1442,11744,31223,504265,249,480,1313,11423,209,4067,10648,284885,4809,44685,27856,471324,688,1344,874,10559,874,17578,9983,271374,5875,26093,26790,489916,753,2572,809,9331,250,5224,10607,283728
01759,9484,947,4603,32111,507646,179,416,2092,12343,130,1152,11399,297739,4727,26984,28331,485265,525,1367,1746,11392,733,7876,10796,291015,8041,31247,25017,481002,1741,6658,530,6101,477,2887,11052,296004
01762,9499,655,7231,29545,503370,304,238,3430,14090,108,1094,9366,262607,3019,40471,27181,470130,1254,1150,2480,13178,434,7932,9040,255769,9187,47859,21013,462742,3293,7823,441,6505,365,2977,9109,260724
01765,9514,738,6232,24498,376715,238,433,1552,8736,105,2226,9206,206409,2830,23982,22406,358965,672,1166,1118,8003,430,7918,8881,200717,5862,22591,19374,360356,1405,1206,385,7963,164,3110,9147,205525
01768,9529,365,3824,20435,282196,169,47,1256,5170,36,1084,7824,157352,2610,20097,18190,265923,729,197,696,5020,461,6029,7399,152407,3469,9163,17331,276857,932,487,493,4730,89,1763,7771,156673
01771,9544,394,4672,16025,239239,144,429,2123,6607,0,1003,4769,107083,1585,20879,14834,223032,648,1312,1619,5724,61,5602,4708,102484,5077,20904,11342,223007,2134,2814,133,4222,1,1033,4768,107053
